"year","ingo_uia","ccode","polity2","xrcomp","xropen","xconst","parcomp","physint","disap","kill","polpris","tort","injud","amnesty","pop","gdppc","rentspc","military","execrlc","trade_gdp","fdi_net_in","public_trial","fair_trial","final_decision","legislative_ck","structad","imfstruct","wbimfstruct","britcol","common","hr_law","cat_ratify","cpr_ratify","ythblgap","latent","cwar","iwar","ainr_lag","aibr_lag","avmdia_lag","hro_shaming_lag","physint_lag","amnesty_lag","disap_lag","kill_lag","polpris_lag","tort_lag","latent_lag"
1989,182,436,-7,1,4,3,1,7,2,2,2,1,1,2,7428.27,765.21,0,1,0,39.8964462280273,0.0349487997591496,0,0,0,0,0,0,0,0,0,0,0,1,35.9000015258789,0.173948010545077,0,0,0,0,0,NA,7,2,2,2,1,2,0.306214405880674
1990,199,436,-7,1,4,3,1,3,2,1,0,0,1,4,7630.25,816.65,0,1,0,36.9706840515137,1.64524257183075,0,0,0,-1,0,0,0,0,0,0,0,1,35.9000015258789,-0.236839970533332,0,0,0,1,0,NA,7,2,2,2,2,1,0.173948010545077
1991,211,436,NA,NA,NA,NA,NA,7,2,2,2,1,1,2,7843.6,766.57,0,1,0,32.7813110351562,0.651091754436493,0,0,0,-1,0,0,0,0,0,0,0,1,36,0.049152875676834,0,0,1,2,0,NA,3,4,2,1,0,0,-0.236839970533332
1992,205,436,8,3,4,7,3,5,2,2,1,0,1,3,8068.75,732.18,0,1,0,34.5918388366699,2.40470099449158,1,0,0,-1,0,0,0,0,0,0,0,1,36.0999984741211,-0.018079748293362,0,0,0,3,0,NA,7,2,2,2,2,1,0.049152875676834
1993,220,436,8,3,4,7,3,6,2,2,1,1,1,2,8306.8,736.55,0,1,0,33.7395515441895,-2.13816022872925,1,0,0,-1,0,0,0,0,0,0,0,1,36.2000007629395,0.0839900330092564,0,0,0,2,0,0,5,3,2,2,1,0,-0.018079748293362
1994,231,436,8,3,4,7,3,5,2,1,1,1,1,3,8557.18,771.93,0,0,2,43.4116821289062,-0.720238149166107,1,0,0,-1,1,1,1,0,0,1,0,1,36.2000007629395,0.0407422704795194,0,0,0,1,0,0,6,2,2,2,1,1,0.0839900330092564
1995,240,436,8,3,4,7,3,6,2,2,1,1,1,4,8818.54,762.96,0,0,2,41.4661293029785,0.382191240787506,1,0,0,-1,0,0,0,0,0,1,0,1,36.2999992370605,0.142575075084926,0,0,0,0,0,0,5,3,2,1,1,1,0.0407422704795194
1996,246,436,NA,NA,NA,NA,NA,6,2,2,0,2,1,3,9084.88,739.92,0,0,2,40.4085578918457,0.496728241443634,1,0,2,-1,0,1,1,0,0,1,0,1,36.4000015258789,0.22076401125767,0,0,0,0,0,0,6,4,2,2,1,1,0.142575075084926
1997,236,436,NA,NA,NA,NA,NA,4,2,1,0,1,1,2,9345.49,780.05,0,1,0,40.4312934875488,0.984572470188141,1,0,2,-1,1,0,1,0,0,1,0,1,36.5,0.242842306836958,0,0,0,1,0,0,6,3,2,2,0,2,0.22076401125767
1998,244,436,NA,NA,NA,NA,NA,4,2,1,0,1,1,4,9610.58,832.74,0,1,0,44.0923957824707,-0.0492989346385002,1,0,2,-1,0,0,0,0,0,1,1,1,36.5,0.179343866382402,0,0,0,1,0,0,4,2,2,1,0,1,0.242842306836958
1999,244,436,5,2,4,5,4,6,2,2,1,1,1,3,9888.42,838.55,0,1,0,38.2826309204102,0.0136810103431344,1,0,2,-1,1,0,1,0,0,1,1,1,36.5999984741211,0.376170997574756,0,0,0,0,0,0,4,4,2,1,0,1,0.179343866382402
1981,187,437,-9,1,4,1,1,8,2,2,2,2,2,2,8557.97,1527.71,18.8518562316895,0,0,77.4591979980469,0.388408839702606,0,0,0,-1,0,1,1,0,0,0,0,0,33.4000015258789,0.726625664728991,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,314,437,-9,1,4,1,1,8,2,2,2,2,2,NA,8865.51,1663.54,33.2215309143066,0,0,75.7500228881836,0.627362668514252,0,0,0,-1,1,0,1,0,0,0,0,0,33.4000015258789,0.983494940875134,0,0,NA,NA,NA,NA,8,2,2,2,2,2,0.726625664728991
1983,330,437,-9,1,4,1,1,7,2,2,2,1,1,NA,9184.85,1717.83,40.4903335571289,0,0,72.68017578125,0.548775792121887,0,0,0,-1,0,0,0,0,0,0,0,0,33.5,1.08680753248736,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,0.983494940875134
1984,346,437,-9,1,4,1,1,8,2,2,2,2,2,NA,9517.24,1888.54,33.0500526428223,0,0,77.1031951904297,0.317778915166855,0,0,0,-1,1,1,1,0,0,0,0,0,33.5999984741211,1.21481976959162,0,0,NA,NA,NA,NA,7,NA,2,2,2,1,1.08680753248736
1985,346,437,-9,1,4,1,1,8,2,2,2,2,2,NA,9863.71,2010.43,27.4378604888916,0,0,79.1725158691406,0.417889505624771,0,0,0,-1,0,1,1,0,0,0,0,0,33.5999984741211,1.22128878054559,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,1.21481976959162
1986,355,437,-9,1,4,1,1,8,2,2,2,2,2,2,10220.95,2000.91,13.0004634857178,0,0,69.677360534668,0.772487103939056,0,0,0,-1,1,1,1,0,0,0,0,0,33.7999992370605,1.16005625961893,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,1.22128878054559
1987,380,437,-9,1,4,1,1,7,2,2,1,2,1,2,10585.12,1882.11,14.7026357650757,0,0,63.0502471923828,0.867497503757477,0,0,0,-1,0,0,0,0,0,0,0,0,34,1.108209797593,0,0,0,0,0,NA,8,2,2,2,2,2,1.16005625961893
1988,423,437,-9,1,4,1,1,7,2,2,1,2,2,1,10956.08,1863.94,6.7669153213501,0,0,58.3782730102539,0.504176795482635,0,0,0,-1,0,1,1,0,0,0,0,0,34.2000007629395,1.04497318976376,0,0,0,1,0,NA,7,2,2,2,1,2,1.108209797593
1989,452,437,-9,1,4,1,1,7,2,2,1,2,2,2,11360.87,2065.83,2.31627678871155,0,0,61.0885429382324,0.18954636156559,0,0,0,-1,0,1,1,0,0,0,0,0,34.4000015258789,0.706903730417658,0,0,0,5,0,NA,7,1,2,2,1,2,1.04497318976376
1990,467,437,-7,1,4,2,2,5,2,2,0,1,1,2,11901.01,1898.11,4.80816745758057,0,0,58.8014945983887,0.445679813623428,0,0,0,-1,1,0,1,0,0,0,0,0,34.5,0.399779574649252,0,0,0,1,0,NA,7,2,2,2,1,2,0.706903730417658
1991,472,437,-7,1,4,2,2,5,2,1,1,1,1,2,12420.93,1897.11,3.66141223907471,0,0,56.9978218078613,0.155403152108192,0,0,0,-1,0,1,1,0,0,0,0,0,34.9000015258789,0.19657887510878,0,0,0,1,0,NA,5,2,2,2,0,1,0.399779574649252
1992,482,437,-7,1,4,2,2,3,2,1,0,0,1,3,12775.19,1937.03,3.32292652130127,0,0,60.0250663757324,-2.06971311569214,0,0,0,-1,1,0,1,0,0,0,0,1,35.2999992370605,-0.0652383515653207,0,0,0,1,0,NA,5,2,2,1,1,1,0.19657887510878
1993,509,437,-7,1,4,2,2,4,2,1,0,1,1,2,13184.87,1891.11,0.162762850522995,0,0,55.3485221862793,0.795780718326569,0,0,0,-1,0,0,0,0,0,0,0,1,35.5999984741211,0.0492387116464801,0,0,0,2,0,0,3,3,2,1,0,0,-0.0652383515653207
1994,531,437,-6,1,4,3,2,4,2,1,0,1,1,2,13669.24,1917.05,0,0,0,69.8366546630859,0.938097238540649,0,0,0,-1,0,1,1,0,0,1,0,1,35.9000015258789,-0.0735075856644077,0,0,0,1,0,0,4,2,2,1,0,1,0.0492387116464801
1995,541,437,-6,1,4,3,2,1,1,0,0,0,1,2,14114.81,2022.37,0,0,0,76.2023468017578,1.92253971099854,0,0,0,-1,1,0,1,0,0,1,1,1,36.2000007629395,-0.293718220007748,0,0,0,1,0,0,4,2,2,1,0,1,-0.0735075856644077
1996,562,437,-6,1,4,3,2,4,2,1,0,1,1,3,14502.74,2165.07,0,0,0,73.5192794799805,2.21744322776794,0,0,0,-1,1,0,1,0,0,1,1,1,36.5999984741211,-0.297512799622036,0,0,0,3,0,0,1,2,1,0,0,0,-0.293718220007748
1997,557,437,-6,1,4,3,2,5,2,1,1,1,1,2,14830.11,2209.07,0,0,0,74.5100402832031,3.54287695884705,0,0,0,-1,0,0,0,0,0,1,1,1,36.9000015258789,-0.221904494119852,0,0,0,2,0,0,4,3,2,1,0,1,-0.297512799622036
1998,556,437,-6,1,4,3,2,3,2,1,0,0,1,2,15119.41,2276.39,0,0,0,72.4615783691406,2.97290849685669,0,0,0,-1,1,1,1,0,0,1,1,1,37.2999992370605,-0.288659931290868,0,0,0,0,0,0,5,2,2,1,1,1,-0.221904494119852
1999,565,437,NA,NA,NA,NA,NA,3,2,0,0,1,1,2,15474.94,2336.53,0,0,0,72.5352478027344,2.57776474952698,0,0,0,-1,0,0,0,0,0,1,1,1,37.5999984741211,-0.431441723998533,0,0,0,0,0,0,3,2,2,1,0,0,-0.288659931290868
1981,31,438,-9,1,4,1,1,4,1,1,0,2,0,3,4607.28,1415.66,0,0,3,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,1,34.9000015258789,-0.515890262394373,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,63,438,-9,1,4,1,1,7,2,2,1,2,0,3,4710.11,1504.86,0,0,3,NA,NA,0,0,0,0,0,1,1,0,0,NA,0,1,34.9000015258789,-0.313114611209132,0,0,NA,NA,NA,NA,4,3,1,1,0,2,-0.515890262394373
1983,72,438,-9,1,4,1,1,6,2,2,1,1,1,4,4816.28,1449.1,0,0,3,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,1,34.9000015258789,-0.331646934361067,0,0,NA,NA,NA,NA,7,3,2,2,1,2,-0.313114611209132
1984,82,438,NA,NA,NA,NA,NA,3,2,1,0,0,0,3,5045.65,1410.31,0,0,3,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,1,34.9000015258789,-0.554976270382618,0,0,NA,NA,NA,NA,6,4,2,2,1,1,-0.331646934361067
1985,82,438,NA,NA,NA,NA,NA,3,1,1,1,0,1,3,5327.14,1416.68,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,1,34.9000015258789,-0.478061847583939,0,0,NA,NA,NA,NA,3,3,2,1,0,0,-0.554976270382618
1986,94,438,NA,NA,NA,NA,NA,7,2,2,2,1,1,2,5504.49,1714.26,0,1,0,59.1643180847168,0.436908155679703,0,0,0,0,1,1,1,0,0,NA,0,1,35,-0.328212529930766,0,0,NA,NA,NA,NA,3,3,1,1,1,0,-0.478061847583939
1987,112,438,NA,NA,NA,NA,NA,3,0,1,1,1,1,3,5649.52,1712.18,0,1,0,62.3351020812988,0.629427433013916,0,0,0,0,0,1,1,0,0,0,0,1,35.0999984741211,-0.441988930667345,0,0,0,1,0,NA,7,2,2,2,2,1,-0.328212529930766
1988,139,438,NA,NA,NA,NA,NA,2,0,2,0,0,1,3,5799.59,1796.73,0,1,0,57.9471397399902,0.657636523246765,0,0,0,0,1,0,1,0,0,0,0,1,35.0999984741211,-0.3967273603867,0,0,0,2,0,NA,3,3,0,1,1,1,-0.441988930667345
1989,155,438,NA,NA,NA,NA,NA,4,2,1,1,0,1,2,5954.88,1905.87,0,1,0,60.8795700073242,0.506983995437622,0,0,0,0,0,0,0,0,0,0,1,1,35.2000007629395,-0.209962685360989,0,0,0,0,0,NA,2,3,0,2,0,0,-0.3967273603867
1990,163,438,NA,NA,NA,NA,NA,5,2,1,1,1,0,3,6279.86,1951.86,0,1,0,64.5170211791992,0.669762670993805,0,0,0,0,0,0,0,0,0,0,1,1,35.2000007629395,-0.1807763816589,0,0,0,0,0,NA,4,2,2,1,1,0,-0.209962685360989
1991,179,438,NA,NA,NA,NA,NA,4,2,1,1,0,1,2,6727.34,1961.66,0,1,0,60.9164619445801,1.28595054149628,0,0,2,-1,0,1,1,0,0,0,1,1,35.2999992370605,-0.251209782009976,0,0,0,0,0,NA,5,3,2,1,1,1,-0.1807763816589
1992,186,438,NA,NA,NA,NA,NA,5,2,1,1,1,1,3,6988.2,1958.47,0,1,0,50.9478912353516,0.599459528923035,0,0,2,-1,0,0,0,0,0,0,1,1,35.4000015258789,-0.26177519927101,0,0,1,2,0,NA,4,2,2,1,1,0,-0.251209782009976
1993,217,438,NA,NA,NA,NA,NA,4,2,1,1,0,0,3,7194.19,1973.28,0,1,0,54.6023178100586,0.0829505175352097,0,0,2,-1,0,0,0,0,0,0,1,1,35.5,-0.320161890897574,0,0,0,0,0,0,5,3,2,1,1,1,-0.26177519927101
1994,231,438,NA,NA,NA,NA,NA,5,2,2,1,0,0,3,7429.48,1967.43,0,1,0,48.6148376464844,0.00620710663497448,0,1,2,-1,0,0,0,0,0,1,1,1,35.5,-0.289117120838648,0,0,0,0,0,0,4,3,2,1,1,0,-0.320161890897574
1995,238,438,NA,NA,NA,NA,NA,4,2,2,0,0,0,3,7681.8,2047.43,0,1,0,45.6441802978516,0.0208189319819212,0,1,2,-1,1,0,1,0,0,1,1,1,35.5999984741211,-0.367103641277086,0,0,0,0,0,0,5,3,2,2,1,0,-0.289117120838648
1996,253,438,NA,NA,NA,NA,NA,2,0,1,1,0,0,3,7948.98,2192.53,0,1,0,43.5401725769043,0.61446887254715,0,1,2,-1,0,0,0,0,0,1,1,1,35.7000007629395,-0.449580512414916,0,0,4,2,0,0,4,3,2,2,0,0,-0.367103641277086
1997,248,438,NA,NA,NA,NA,NA,4,1,2,1,0,0,2,8047.56,2286.07,0,1,0,42.4150695800781,0.457240134477615,0,1,2,-1,0,1,1,0,0,1,1,1,35.7999992370605,-0.37990127915268,0,0,0,0,0,0,2,3,0,1,1,0,-0.449580512414916
1998,253,438,NA,NA,NA,NA,NA,4,1,2,1,0,0,3,8176.01,2447.47,0,1,0,48.2106742858887,0.496324807405472,0,1,2,-1,1,0,1,0,0,1,1,1,35.7999992370605,-0.451559786911653,0,0,0,0,0,0,4,2,1,2,1,0,-0.37990127915268
1999,252,438,NA,NA,NA,NA,NA,2,1,1,0,0,0,3,8433.68,2500.75,0,1,0,47.6730499267578,1.83320581912994,0,1,2,-1,0,0,0,0,0,1,1,1,35.9000015258789,-0.571215815726669,0,0,0,0,0,0,4,3,1,2,1,0,-0.451559786911653
1981,87,439,NA,NA,NA,NA,NA,6,2,1,1,2,1,NA,7111.03,506.72,0,1,3,40.7115249633789,0.136979267001152,0,0,0,0,0,0,0,0,0,0,0,0,34.4000015258789,-0.0909426778903647,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,149,439,NA,NA,NA,NA,NA,6,2,2,1,1,2,NA,7288.2,528.31,0,1,3,39.819751739502,0.111014902591705,0,0,0,0,0,0,0,0,0,0,0,0,34.7999992370605,-0.175298518025785,0,0,NA,NA,NA,NA,6,NA,2,1,1,2,-0.0909426778903647
1983,164,439,NA,NA,NA,NA,NA,5,2,1,1,1,1,3,7474.25,520.56,0,1,3,37.4582977294922,0.123809978365898,0,0,0,0,0,0,0,0,0,0,0,0,35.2000007629395,-0.35636436530321,0,0,NA,NA,NA,NA,6,NA,2,2,1,1,-0.175298518025785
1984,181,439,NA,NA,NA,NA,NA,5,2,1,0,2,1,2,7669.91,564.63,0,1,3,39.7187042236328,0.114594854414463,0,0,0,0,0,0,0,0,0,0,0,0,35.5999984741211,-0.225777299990645,0,0,NA,NA,NA,NA,5,3,2,1,1,1,-0.35636436530321
1985,181,439,NA,NA,NA,NA,NA,4,2,1,0,1,1,2,7875.82,621.82,0,1,3,40.9475479125977,-0.0919019803404808,0,0,0,0,0,0,0,0,0,0,0,0,35.9000015258789,-0.294666144608338,0,0,NA,NA,NA,NA,5,2,2,1,0,2,-0.225777299990645
1986,191,439,NA,NA,NA,NA,NA,6,2,2,1,1,1,2,8071.97,662.96,0,1,3,37.9617309570312,0.154141560196877,0,0,0,0,0,0,0,0,0,0,0,0,36.0999984741211,-0.137092833754926,0,0,NA,NA,NA,NA,4,2,2,1,0,1,-0.294666144608338
1987,194,439,NA,NA,NA,NA,NA,5,2,1,0,2,1,2,8274.96,709.58,0,1,3,39.4399452209473,0.0561619699001312,0,0,0,0,0,0,0,0,0,0,0,0,36.2999992370605,-0.306638014658013,0,0,0,0,0,NA,6,2,2,2,1,1,-0.137092833754926
1988,212,439,NA,NA,NA,NA,NA,4,2,1,0,1,1,3,8517.18,719.27,0,1,3,38.1296806335449,0.14181461930275,0,0,0,0,0,0,0,0,0,0,0,0,36.4000015258789,-0.491969763638152,0,0,0,4,0,NA,5,2,2,1,0,2,-0.306638014658013
1989,225,439,NA,NA,NA,NA,NA,3,2,1,0,0,0,2,8799.28,732.4,0,1,3,32.3947601318359,0.216922953724861,0,0,0,0,0,0,0,0,0,0,0,0,36.5999984741211,-0.478055306812733,0,0,0,3,0,NA,4,3,2,1,0,1,-0.491969763638152
1990,246,439,NA,NA,NA,NA,NA,3,2,1,0,0,0,2,9089.95,726.75,0,1,3,35.4226493835449,0.0148324435576797,0,0,0,0,0,0,0,0,0,0,0,0,36.7000007629395,-0.340707122588,0,0,0,0,0,NA,3,2,2,1,0,0,-0.478055306812733
1991,256,439,NA,NA,NA,NA,NA,5,2,1,2,0,1,1,9390.23,786.53,0,1,3,33.7962379455566,0.0181814935058355,1,1,2,2,1,1,1,0,0,0,0,0,36.7999992370605,-0.132841817484699,0,0,0,2,0,NA,3,2,2,1,0,0,-0.340707122588
1992,265,439,NA,NA,NA,NA,NA,4,2,0,2,0,1,1,9701.06,784.5,0,1,1,28.3740158081055,0.138959124684334,1,1,2,2,1,0,1,0,0,0,0,0,36.7999992370605,0.0728324236492826,0,0,0,2,0,NA,5,1,2,1,2,0,-0.132841817484699
1993,292,439,NA,NA,NA,NA,NA,6,2,1,2,1,0,NA,10005.32,812.37,0,1,1,29.6250839233398,0.136293172836304,1,1,2,2,0,1,1,0,0,0,0,0,36.9000015258789,0.129643965010397,0,0,0,0,0,0,4,1,2,0,2,0,0.0728324236492826
1994,298,439,NA,NA,NA,NA,NA,6,2,1,2,1,0,NA,10302.28,800.1,0,1,1,39.2292213439941,0.969320356845856,1,1,2,2,1,0,1,0,0,1,0,0,36.9000015258789,0.0246675607707749,0,0,0,0,0,0,6,NA,2,1,2,1,0.129643965010397
1995,315,439,NA,NA,NA,NA,NA,5,2,1,1,1,0,3,10608.05,811.59,0,1,1,40.7474708557129,0.412552386522293,1,1,2,2,0,0,0,0,0,1,0,0,37,0.00316898936132557,0,0,0,0,0,0,6,NA,2,1,2,1,0.0246675607707749
1996,332,439,NA,NA,NA,NA,NA,6,2,1,2,1,0,NA,10922.12,818.75,0,1,1,38.1802978515625,0.627285420894623,1,1,2,2,0,1,1,0,0,1,0,0,37.2000007629395,0.272675041786667,0,0,0,1,0,0,5,3,2,1,1,1,0.00316898936132557
1997,331,439,NA,NA,NA,NA,NA,7,2,2,2,1,0,2,11241.61,845.42,0,1,1,37.4164199829102,0.398984462022781,1,1,2,2,0,0,0,0,0,1,0,0,37.2999992370605,0.537889535702107,0,0,0,0,0,0,6,NA,2,1,2,1,0.272675041786667
1998,331,439,NA,NA,NA,NA,NA,4,2,1,1,0,0,2,11564.07,882.17,0,1,1,40.9397850036621,0.157122224569321,1,1,2,2,0,0,0,0,0,1,0,0,37.5,0.499595290358584,0,0,0,0,0,0,7,2,2,2,2,1,0.537889535702107
1999,330,439,NA,NA,NA,NA,NA,6,2,1,2,1,0,3,11889.37,925.06,0,1,1,33.5247001647949,0.262913465499878,1,1,2,2,1,1,1,0,0,1,1,1,37.7000007629395,0.491195081667622,0,0,1,0,0,0,4,2,2,1,1,0,0.499595290358584
1981,116,450,NA,NA,NA,NA,NA,5,2,1,1,1,0,3,1950.82,1034.26,0,1,0,135.721221923828,34.0159568786621,0,0,0,0,0,1,1,0,1,0,0,0,33.0999984741211,-0.480006549155684,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,179,450,NA,NA,NA,NA,NA,5,2,1,1,1,1,3,2011.34,1145.92,0,1,0,127.093193054199,4.02808809280396,0,0,0,0,0,1,1,0,1,0,0,0,33.4000015258789,-0.465857149609503,0,0,NA,NA,NA,NA,5,3,2,1,1,1,-0.480006549155684
1983,199,450,NA,NA,NA,NA,NA,6,2,2,1,1,1,3,2073.78,1046.09,0,1,0,120.601219177246,5.96325969696045,0,0,0,0,0,1,1,0,1,0,0,0,33.5999984741211,-0.504062722917092,0,0,NA,NA,NA,NA,5,3,2,1,1,1,-0.465857149609503
1984,204,450,NA,NA,NA,NA,NA,5,2,1,1,1,0,2,2138.28,1124.41,0,1,0,105.718688964844,4.26645994186401,0,0,0,0,0,1,1,0,1,0,0,0,33.7999992370605,-0.534089018115765,0,0,NA,NA,NA,NA,6,3,2,2,1,1,-0.504062722917092
1985,204,450,NA,NA,NA,NA,NA,2,1,0,0,1,1,3,2204.92,1128.62,0,1,0,102.43204498291,-1.90298020839691,0,0,0,0,0,0,0,0,1,0,0,0,34,-0.728531606164099,0,0,NA,NA,NA,NA,5,2,2,1,1,1,-0.534089018115765
1986,213,450,NA,NA,NA,NA,NA,5,2,2,0,1,1,3,2273.71,1075.27,0,1,0,99.0529327392578,-1.96203255653381,2,2,2,1,0,0,0,0,1,0,0,0,34.2000007629395,-0.626468704665472,0,0,NA,NA,NA,NA,2,3,1,0,0,1,-0.728531606164099
1987,225,450,NA,NA,NA,NA,NA,5,2,2,0,1,0,2,2344.68,1043.03,0,1,0,NA,3.95764684677124,2,2,2,1,0,0,0,0,1,0,0,0,34.2999992370605,-0.563446011492836,0,0,0,1,0,NA,5,3,2,2,0,1,-0.626468704665472
1988,257,450,NA,NA,NA,NA,NA,4,2,1,1,0,1,3,2417.9,1012.41,0,1,0,NA,27.9447174072266,2,2,2,1,0,0,0,0,1,NA,0,0,34.4000015258789,-0.833976946988973,0,0,0,0,0,NA,5,2,2,2,0,1,-0.563446011492836
1989,268,450,NA,NA,NA,NA,NA,3,2,1,0,0,1,4,2493.4,753.16,0,1,0,NA,83.4338073730469,2,2,2,1,0,0,0,0,1,NA,0,0,34.5,-1.19809117947152,0,0,0,2,0,NA,4,3,2,1,1,0,-0.833976946988973
1990,277,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2189.45,454.27,0,1,0,NA,58.59521484375,2,2,2,1,0,0,0,0,1,NA,0,0,34.5999984741211,-1.71996864896374,1,0,0,1,0.5,NA,3,4,2,1,0,0,-1.19809117947152
1991,283,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1892.06,466.8,0,NA,0,NA,2.41666674613953,2,2,2,1,0,0,0,0,1,NA,0,0,35.7999992370605,-1.67880051983804,0,0,1,3,1,NA,NA,5,NA,NA,NA,NA,-1.71996864896374
1992,276,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1984.73,294.14,0,NA,0,NA,-4.85458612442017,2,2,2,1,0,0,0,0,1,NA,0,0,37.2000007629395,-1.68271519175662,0,0,0,0,0,NA,NA,4,NA,NA,NA,NA,-1.67880051983804
1993,274,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2063.17,193.87,0,NA,0,NA,-33.4289283752441,2,2,2,1,0,0,0,0,1,NA,0,0,38.7999992370605,-1.73051884114577,0,0,0,2,0,NA,NA,4,NA,NA,NA,NA,-1.68271519175662
1994,271,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2057.4,155.06,0,NA,0,NA,13.1467475891113,2,2,2,1,0,0,0,0,1,NA,0,0,40.7000007629395,-1.72158035054566,0,0,0,2,0,NA,NA,5,NA,NA,NA,NA,-1.73051884114577
1995,266,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1979.59,157.48,0,NA,0,NA,3.41246294975281,2,2,2,1,0,0,0,0,1,NA,0,0,42.9000015258789,-1.68309537121205,0,0,1,1,0,NA,NA,5,NA,NA,NA,NA,-1.72158035054566
1996,264,450,NA,NA,NA,NA,NA,0,0,0,0,0,0,5,2024.67,175.88,0,NA,0,NA,-82.8920974731445,2,2,2,1,0,0,0,0,1,NA,0,0,42.5,-1.60061678726755,0,0,3,1,0.5,NA,NA,5,NA,NA,NA,NA,-1.68309537121205
1997,260,450,NA,NA,NA,NA,NA,2,1,0,1,0,0,2,2296.48,316.51,0,NA,0,80.7705307006836,72.2609024047852,2,2,2,1,0,0,0,0,1,NA,0,0,42.2000007629395,-1.27576449980782,0,0,3,1,0,0,0,5,0,0,0,0,-1.60061678726755
1998,258,450,NA,NA,NA,NA,NA,0,0,0,0,0,0,3,2654.88,357.92,0,0,0,50.1390419006348,52.9226913452148,2,2,2,1,0,0,0,0,1,1,0,0,42,-1.34043225969672,0,0,3,2,0.5,0,2,2,1,0,1,0,-1.27576449980782
1999,241,450,NA,NA,NA,NA,NA,1,0,0,1,0,0,5,2974.24,399.31,0,0,0,56.2245330810547,58.0036201477051,2,2,2,1,0,0,0,0,1,1,0,0,41.7999992370605,-1.52780286400643,0,0,1,1,0,0,0,3,0,0,0,0,-1.34043225969672
1981,146,451,-7,1,4,3,1,8,2,2,2,2,2,2,3394.3,628.2,0,0,3,62.7534408569336,0.673271238803864,1,1,0,2,0,1,1,1,1,0,0,0,32.5,0.410110517522315,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,227,451,-7,1,4,3,1,6,2,1,1,2,2,NA,3464.54,725.22,0,0,3,41.6889991760254,0.361483186483383,1,1,0,2,0,0,0,1,1,0,0,0,32.5999984741211,0.182396734996787,0,0,NA,NA,NA,NA,8,2,2,2,2,2,0.410110517522315
1983,237,451,-7,1,4,3,1,6,2,1,1,2,2,3,3538.11,708.45,0,0,3,33.1059112548828,0.170566588640213,1,1,0,2,0,0,0,1,1,0,0,0,32.7000007629395,0.0686813585670476,0,0,NA,NA,NA,NA,6,NA,2,1,1,2,0.182396734996787
1984,249,451,-7,1,4,3,1,6,2,2,1,1,1,2,3615.22,778.14,0,0,3,23.0298595428467,0.538560211658478,1,1,0,2,1,1,1,1,1,0,0,0,32.7999992370605,0.174821061111777,0,0,NA,NA,NA,NA,6,3,2,1,1,2,0.0686813585670476
1985,249,451,-7,1,4,3,1,7,2,2,2,1,1,2,3696.01,873.66,0,0,3,31.4318428039551,-3.61271381378174,1,1,0,2,0,0,0,1,1,0,0,0,32.9000015258789,0.226375071164797,0,0,NA,NA,NA,NA,6,2,2,2,1,1,0.174821061111777
1986,239,451,-7,1,4,3,1,7,2,2,2,1,1,2,3780.73,831.48,0,1,3,26.9269771575928,-28.6242561340332,1,1,0,2,0,1,1,1,1,0,0,0,32.9000015258789,0.22208878383571,0,0,NA,NA,NA,NA,7,2,2,2,2,1,0.226375071164797
1987,258,451,-7,1,4,3,1,6,2,2,1,1,1,2,3869.62,993.8,0,1,3,55.1530799865723,5.61943626403809,1,1,0,2,0,0,0,1,1,0,0,0,33,0.170227542580241,0,0,0,0,0,NA,7,2,2,2,2,1,0.22208878383571
1988,287,451,-7,1,4,3,1,6,2,2,2,0,1,2,3962.82,1038.06,0,1,3,43.1161651611328,-2.18830513954163,1,1,0,2,0,0,0,1,1,0,0,0,33,0.0193348147179011,0,0,0,1,0,NA,6,2,2,2,1,1,0.170227542580241
1989,294,451,-7,1,4,3,1,6,2,2,2,0,1,2,4060.58,912.95,0,1,3,41.5884170532227,2.39625382423401,1,1,0,2,0,0,0,1,1,0,0,0,33.0999984741211,0.0227379524276749,0,0,0,0,0,NA,6,2,2,2,2,0,0.0193348147179011
1990,308,451,-7,1,4,3,1,5,2,1,1,1,1,2,4226.22,899.75,0,1,3,46.2159233093262,4.99268198013306,1,1,0,2,0,0,0,1,1,0,0,0,33.0999984741211,-0.102414287228347,0,0,0,0,0,NA,6,2,2,2,2,0,0.0227379524276749
