"year","ingo_uia","ccode","polity2","xrcomp","xropen","xconst","parcomp","physint","disap","kill","polpris","tort","injud","amnesty","pop","gdppc","rentspc","military","execrlc","trade_gdp","fdi_net_in","public_trial","fair_trial","final_decision","legislative_ck","structad","imfstruct","wbimfstruct","britcol","common","hr_law","cat_ratify","cpr_ratify","ythblgap","latent","cwar","iwar","ainr_lag","aibr_lag","avmdia_lag","hro_shaming_lag","physint_lag","amnesty_lag","disap_lag","kill_lag","polpris_lag","tort_lag","latent_lag"
1986,150,420,7,3,4,5,4,8,2,2,2,2,2,2,826.68,703.25,0,0,3,102.722465515137,-1.07192695140839,1,1,0,-1,0,1,1,1,0,0,0,1,31,0.954827063388225,0,0,NA,NA,NA,NA,7,2,2,2,1,2,0.932351550594839
1987,166,420,7,3,4,5,4,6,2,2,1,1,1,2,858.43,727.9,0,0,3,108.70499420166,0.669469356536865,1,1,0,-1,1,0,1,1,0,0,0,1,30.8999996185303,0.864206442967457,0,0,0,0,0,NA,8,2,2,2,2,2,0.954827063388225
1988,182,420,7,3,4,5,4,7,2,2,1,2,2,2,891.49,748.65,0,0,3,108.818992614746,0.438923120498657,1,1,0,-1,0,1,1,1,0,0,0,1,30.7999992370605,1.05997736971898,0,0,0,0,0,NA,6,2,2,2,1,1,0.864206442967457
1989,198,420,7,3,4,5,4,8,2,2,2,2,2,NA,925.87,718.42,0,0,3,120.33740234375,5.204026222229,1,1,0,-1,1,0,1,1,0,0,0,1,30.7999992370605,1.23329176433208,0,0,0,0,0,NA,7,2,2,2,1,2,1.05997736971898
1990,210,420,8,3,4,5,5,8,2,2,2,2,2,2,961.61,753.4,0,0,3,131.485412597656,4.45308303833008,1,1,0,-1,0,0,0,1,0,0,0,1,30.7000007629395,1.2357169908794,0,0,0,0,0,NA,8,NA,2,2,2,2,1.23329176433208
1991,215,420,8,3,4,5,5,8,2,2,2,2,2,2,998.52,805.09,0,0,3,64.1029434204102,1.33233118057251,1,1,0,-1,0,0,0,1,0,0,0,1,30.6000003814697,1.22888656093674,0,0,0,1,0,NA,8,2,2,2,2,2,1.2357169908794
1992,213,420,8,3,4,5,5,8,2,2,2,2,2,1,1036.44,830.46,0,0,3,67.4430847167969,0.886114954948425,1,1,0,-1,0,0,0,1,0,0,0,1,30.5,1.24390993155385,0,0,0,2,0,NA,8,2,2,2,2,2,1.22888656093674
1993,236,420,8,3,4,5,5,7,2,2,2,1,2,1,1075.4,971.45,0,0,3,64.6299209594727,1.46552789211273,1,1,0,-1,0,0,0,1,0,0,0,1,30.3999996185303,1.04195548177429,0,0,0,0,0,0,8,1,2,2,2,2,1.24390993155385
1994,239,420,NA,NA,NA,NA,NA,4,2,1,0,1,0,2,1115.21,1045.43,0,0,3,49.9160804748535,1.30244576931,0,0,0,0,0,0,0,1,0,1,0,1,30.2999992370605,0.591313295771073,0,0,0,2,0,0,7,1,2,2,2,1,1.04195548177429
1995,238,420,NA,NA,NA,NA,NA,4,2,1,0,1,0,2,1155.68,982.24,0,1,0,59.276798248291,0.983160674571991,0,0,0,0,0,0,0,1,0,1,0,1,30.2000007629395,0.307769881233876,0,0,0,0,0,0,4,2,2,1,0,1,0.591313295771073
1996,246,420,NA,NA,NA,NA,NA,6,2,2,1,1,1,2,1196.78,995.62,0,1,0,50.9543952941895,1.25719976425171,1,1,2,-1,0,0,0,1,0,1,0,1,30.1000003814697,0.447036534357928,0,0,1,1,0,0,4,2,2,1,0,1,0.307769881233876
1997,238,420,NA,NA,NA,NA,NA,6,2,2,1,1,1,2,1238.47,1229.56,0,1,0,48.317497253418,1.45171618461609,1,1,2,-1,0,0,0,1,0,1,0,1,30,0.589424086662436,0,0,3,3,0,0,6,2,2,2,1,1,0.447036534357928
1998,240,420,NA,NA,NA,NA,NA,7,2,2,2,1,1,2,1280.75,1356,0,1,0,53.8709602355957,NA,1,1,2,-1,0,1,1,1,0,1,0,1,29.8999996185303,0.731269670982845,0,0,1,1,0,0,6,2,2,2,1,1,0.589424086662436
1999,234,420,NA,NA,NA,NA,NA,6,2,2,1,1,1,2,1323.63,905.57,0,1,0,52.4132957458496,NA,1,1,2,-1,0,0,0,1,0,1,0,1,29.7999992370605,0.696506360661999,0,0,0,1,0.5,0,7,2,2,2,2,1,0.731269670982845
1981,69,432,NA,NA,NA,NA,NA,6,2,2,1,1,0,3,6849.08,451.52,0,1,0,42.7474670410156,0.246381804347038,0,0,0,-1,0,0,0,0,0,0,0,1,36.2999992370605,-0.493317416283406,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,134,432,NA,NA,NA,NA,NA,6,2,2,1,1,0,3,6975.34,449.36,0,1,0,44.1097259521484,0.114629827439785,0,0,0,-1,0,1,1,0,0,0,0,1,36.4000015258789,-0.285910205700193,0,0,NA,NA,NA,NA,6,3,2,2,1,1,-0.493317416283406
1983,153,432,NA,NA,NA,NA,NA,7,2,2,2,1,0,3,7110.34,478.31,0,1,0,47.6408653259277,0.243271842598915,0,0,0,-1,0,1,1,0,0,0,0,1,36.5,-0.1471824712803,0,0,NA,NA,NA,NA,6,3,2,2,1,1,-0.285910205700193
1984,162,432,NA,NA,NA,NA,NA,5,2,2,1,0,0,3,7254.87,519.04,0,1,0,50.6171035766602,0.767885386943817,0,0,0,-1,0,0,0,0,0,0,0,1,36.5,-0.0905605232660071,0,0,NA,NA,NA,NA,7,3,2,2,2,1,-0.1471824712803
1985,162,432,NA,NA,NA,NA,NA,7,2,2,2,1,0,NA,7408.1,557.53,0,1,0,60.7330665588379,0.220267072319984,0,0,0,-1,0,1,1,0,0,0,0,1,36.5999984741211,0.0854981677510681,0,0,NA,NA,NA,NA,5,3,2,2,1,0,-0.0905605232660071
1986,167,432,NA,NA,NA,NA,NA,7,2,2,2,1,0,2,7569.07,637.83,0,1,0,52.5936508178711,-0.498953461647034,0,0,0,-1,0,0,0,0,0,0,0,1,36.5999984741211,0.183243880384489,0,0,NA,NA,NA,NA,7,NA,2,2,2,1,0.0854981677510681
1987,181,432,NA,NA,NA,NA,NA,6,2,2,1,1,1,2,7738.31,666.18,0,1,0,49.648323059082,-0.310075908899307,0,0,0,-1,0,0,0,0,0,0,0,1,36.5999984741211,0.209025516882101,0,0,0,3,0,NA,7,2,2,2,2,1,0.183243880384489
1988,199,432,NA,NA,NA,NA,NA,6,2,2,1,1,0,2,7884.08,624.9,0,1,0,50.9465179443359,0.361975699663162,0,0,0,-1,1,1,1,0,0,0,0,1,36.5999984741211,0.1599754870346,0,0,0,0,0,NA,6,2,2,2,1,1,0.209025516882101
1989,218,432,NA,NA,NA,NA,NA,6,2,2,1,1,0,2,8049.71,685.61,0,1,0,49.3683090209961,0.316938608884811,0,0,0,-1,1,0,1,0,0,0,0,1,36.5999984741211,-0.0733110264786377,0,0,0,2,0,NA,6,2,2,2,1,1,0.1599754870346
1990,236,432,NA,NA,NA,NA,NA,4,2,0,1,1,1,4,8228.17,713.45,0,1,0,50.8769683837891,0.236649796366692,0,0,0,-1,1,0,1,0,0,0,0,1,36.5999984741211,-0.560124658603219,0,0,0,1,0,NA,6,2,2,2,1,1,-0.0733110264786377
1991,245,432,NA,NA,NA,NA,NA,0,0,0,0,0,2,4,8412.15,727.02,0,1,0,52.8368682861328,0.0497438050806522,0,0,0,-1,1,0,1,0,0,0,0,1,36.7999992370605,-0.747411209634205,0,0,0,0,0,NA,4,4,2,0,1,1,-0.560124658603219
1992,247,432,7,3,4,5,4,4,2,0,1,1,2,3,8565.05,781.96,0,1,0,48.2791328430176,-0.76847767829895,0,0,2,-1,0,1,1,0,0,0,0,1,37,-0.396975813536291,0,0,0,0,0,NA,0,4,0,0,0,0,-0.747411209634205
1993,271,432,7,3,4,5,4,6,2,1,1,2,1,3,8719.41,819.07,0,0,2,47.0638236999512,0.151653632521629,0,0,2,-1,0,0,0,0,0,0,0,1,37.2000007629395,0.0359337215135631,0,0,0,1,0,0,4,3,2,0,1,1,-0.396975813536291
1994,272,432,7,3,4,5,4,4,2,0,1,1,1,3,8911.3,786.31,0,0,2,65.8738861083984,0.988076388835907,0,0,2,-1,1,0,1,0,0,1,0,1,37.4000015258789,0.0643937146833089,0,0,0,2,0,0,6,3,2,1,1,2,0.0359337215135631
1995,282,432,7,3,4,5,4,4,2,1,1,0,1,3,9157.33,830.16,0,0,2,57.3499145507812,4.51836538314819,0,0,2,-1,1,0,1,0,0,1,0,1,37.5,0.475091290515398,0,0,0,2,0,0,4,3,2,0,1,1,0.0643937146833089
1996,295,432,7,3,4,5,4,8,2,2,2,2,1,1,9451.95,912.63,0,0,2,55.7854156494141,1.71024703979492,0,0,2,-1,1,1,1,0,0,1,0,1,37.7000007629395,0.99744754355986,0,0,0,0,0,0,4,3,2,1,1,0,0.475091290515398
1997,284,432,6,3,4,5,3,7,2,2,1,2,1,2,9746.19,914.28,0,0,2,62.874942779541,2.54470086097717,0,0,2,-1,0,0,0,0,0,1,0,1,37.9000015258789,0.88956831750883,0,0,0,0,0,0,8,1,2,2,2,2,0.99744754355986
1998,293,432,6,3,4,5,3,6,2,2,1,1,1,2,10053.97,1059.09,0,0,2,60.0329399108887,0.341512560844421,0,0,2,-1,0,0,0,0,0,1,0,1,38,0.934537143419117,0,0,0,1,0,0,7,2,2,2,1,2,0.88956831750883
1999,300,432,6,3,4,5,3,7,2,2,1,2,1,2,10360.39,1047.45,0,0,2,64.6384124755859,0.0847334936261177,0,0,2,-1,0,0,0,0,0,1,1,1,38.2000007629395,1.1340697255328,0,0,0,4,0,0,6,2,2,2,1,1,0.934537143419117
1981,215,433,-1,1,4,3,4,8,2,2,2,2,2,NA,5782.76,926.97,0,0,3,83.2239379882812,1.08198428153992,0,0,0,-1,1,1,1,0,0,0,0,1,34.5999984741211,0.843112815034221,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,358,433,-1,1,4,3,4,7,2,2,2,1,2,NA,5930.04,1069.35,0,0,3,72.6134033203125,0.902276575565338,0,0,0,-1,0,1,1,0,0,0,0,1,34.5,0.596825960131896,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,0.843112815034221
1983,375,433,-1,1,4,3,4,7,2,2,2,1,2,NA,6081.9,1093.95,0,0,3,86.9626235961914,-1.25052857398987,0,0,0,-1,0,1,1,0,0,0,0,1,34.5,0.520233092077828,0,0,NA,NA,NA,NA,7,NA,2,2,2,1,0.596825960131896
1984,395,433,-1,1,4,3,4,6,2,2,1,1,2,2,6238.59,1108.85,0,0,3,83.1712341308594,1.07511234283447,0,0,0,-1,0,0,0,0,0,0,0,1,34.5,0.27403580481262,0,0,NA,NA,NA,NA,7,NA,2,2,2,1,0.520233092077828
1985,395,433,-1,1,4,3,4,4,2,1,1,0,2,3,6400.4,1176.22,0,0,3,67.0623245239258,-0.533510982990265,0,0,0,-1,0,1,1,0,0,0,0,1,34.5,0.0362361774202419,0,0,NA,NA,NA,NA,6,2,2,2,1,1,0.27403580481262
1986,399,433,-1,1,4,3,4,4,2,1,1,0,2,2,6567.51,1258.36,0,0,3,57.2098693847656,-0.201244220137596,0,0,0,-1,1,1,1,0,0,0,1,1,34.5,-0.0417250893840275,0,0,NA,NA,NA,NA,4,3,2,1,1,0,0.0362361774202419
1987,426,433,-1,1,4,3,4,4,2,2,0,0,1,3,6740.07,1307.88,0,0,3,50.2040596008301,-0.0785521417856216,0,0,0,-1,1,1,1,0,0,0,1,1,34.5999984741211,-0.0735858285987668,0,0,0,0,0,NA,4,2,2,1,1,0,-0.0417250893840275
1988,470,433,-1,1,4,3,4,5,2,1,1,1,2,2,6918.36,1376.8,0,0,3,51.8857879638672,0.29969984292984,0,0,0,-1,0,1,1,0,0,0,1,1,34.5999984741211,-0.0414515180628999,0,0,0,0,0,NA,4,3,2,2,0,0,-0.0735858285987668
1989,490,433,-1,1,4,3,4,5,2,1,1,1,2,2,7137.01,1381.56,0,0,3,55.370719909668,0.545521199703217,0,0,0,-1,0,0,0,0,0,0,1,1,34.7000007629395,-0.174196119992558,0,0,0,3,0,NA,5,2,2,1,1,1,-0.0414515180628999
1990,508,433,-1,1,4,3,4,3,2,0,1,0,1,3,7361.66,1441.7,0,0,3,57.5961418151855,0.995219230651855,0,0,0,-1,1,0,1,0,0,0,1,1,34.7000007629395,-0.467147937221283,0,0,0,2,0,NA,5,2,2,1,1,1,-0.174196119992558
1991,536,433,-1,1,4,3,4,5,2,1,1,1,2,3,7592.08,1447.72,0,0,3,54.0102882385254,-0.134413599967957,0,0,0,-1,0,0,0,0,0,0,1,1,34.9000015258789,-0.471348958992761,0,0,1,2,0,NA,3,3,2,0,1,0,-0.467147937221283
1992,540,433,-1,1,4,3,4,2,1,0,0,1,2,3,7820.66,1454.01,0,0,3,53.0904006958008,0.356099396944046,0,0,0,-1,0,0,0,0,0,0,1,1,35.0999984741211,-0.571642372265603,0,0,1,5,0,NA,5,3,2,1,1,1,-0.471348958992761
1993,565,433,-1,1,4,3,4,3,1,1,1,0,1,3,8050.04,1408.46,0,0,3,49.6368598937988,-0.0143032008782029,0,0,0,-1,0,0,0,0,0,0,1,1,35.2999992370605,-0.530098426877159,0,0,0,1,0,0,2,3,1,0,0,1,-0.571642372265603
1994,572,433,-1,1,4,3,4,2,0,1,0,1,1,3,8283.56,1397.05,0,0,3,70.820686340332,1.72486042976379,0,0,0,-1,1,1,1,0,0,1,1,1,35.5,-0.458614080480157,0,0,0,3,0,0,3,3,1,1,1,0,-0.530098426877159
1995,572,433,-1,1,4,3,4,2,1,1,0,0,1,4,8525.23,1393.66,0,0,3,68.1937942504883,0.649226725101471,0,0,0,-1,1,0,1,0,0,1,1,1,35.7000007629395,-0.604975199543172,0,0,0,1,0,0,2,3,0,1,0,1,-0.458614080480157
1996,587,433,-1,1,4,3,4,4,2,2,0,0,1,3,8773.87,1441.12,0,0,3,59.748607635498,0.172182410955429,0,0,0,-1,0,0,0,0,0,1,1,1,35.7000007629395,-0.463831104589413,0,0,1,1,0,0,2,4,1,1,0,0,-0.604975199543172
1997,575,433,-1,1,4,3,4,2,1,1,0,0,1,3,9021.51,1468.94,0,0,3,60.8669891357422,3.76709055900574,0,0,0,-1,0,0,0,0,0,1,1,1,35.7000007629395,-0.606643104531245,0,0,2,1,0,0,4,3,2,2,0,0,-0.463831104589413
1998,563,433,-1,1,4,3,4,1,1,0,0,0,1,4,9272.52,1507.1,0,0,3,61.9588394165039,1.4038667678833,0,0,0,-1,1,1,1,0,0,1,1,1,35.7999992370605,-0.722669870195631,0,0,1,2,0,0,2,3,1,1,0,0,-0.606643104531245
1999,576,433,-1,1,4,3,4,2,1,1,0,0,1,3,9526.94,1532.33,0,0,3,63.1106338500977,2.97911310195923,0,0,0,-1,0,0,0,0,0,1,1,1,35.7999992370605,-0.450765772264144,0,0,1,3,0,0,1,4,1,0,0,0,-0.722669870195631
1981,104,434,NA,NA,NA,NA,NA,5,2,2,0,1,0,3,3539.69,571.01,22.1160278320312,1,3,59.8893737792969,0.161897242069244,0,0,0,0,0,0,0,0,0,0,0,0,36.2999992370605,-0.370877117487004,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,164,434,NA,NA,NA,NA,NA,7,2,2,1,2,0,2,3641.13,651,18.8581027984619,1,3,57.8573341369629,-0.000960193807259202,0,0,0,0,0,0,0,0,0,0,0,0,36.2000007629395,-0.184307499264731,0,0,NA,NA,NA,NA,5,3,2,2,0,1,-0.370877117487004
1983,174,434,NA,NA,NA,NA,NA,6,2,2,1,1,0,2,3748.27,645.6,13.1553297042847,1,3,45.3420104980469,0.000958323362283409,0,0,0,0,0,0,0,0,0,0,0,0,36.0999984741211,-0.0555970898055768,0,0,NA,NA,NA,NA,7,2,2,2,1,2,-0.184307499264731
1984,190,434,NA,NA,NA,NA,NA,6,2,2,1,1,1,2,3861.45,762.91,13.9233493804932,1,3,50.511302947998,0.00108862132765353,0,0,0,0,0,0,0,0,0,0,0,0,36.0999984741211,-0.0854608218289226,0,0,NA,NA,NA,NA,6,2,2,2,1,1,-0.0555970898055768
1985,190,434,NA,NA,NA,NA,NA,4,2,2,0,0,2,3,3980.32,833.83,14.9009075164795,1,3,60.3012161254883,-0.00860651303082705,0,0,0,0,0,0,0,0,0,0,0,0,36,-0.357790775948767,0,0,NA,NA,NA,NA,6,2,2,2,1,1,-0.0854608218289226
1986,200,434,NA,NA,NA,NA,NA,6,2,2,1,1,2,3,4104.48,821,4.94911336898804,1,3,49.2914161682129,0.0823276340961456,0,0,0,0,0,0,0,0,0,0,0,0,35.5999984741211,-0.25334422749033,0,0,NA,NA,NA,NA,4,3,2,2,0,0,-0.357790775948767
1987,212,434,NA,NA,NA,NA,NA,4,2,1,0,1,1,2,4234.47,840.89,5.71340751647949,1,3,46.2181358337402,0.0064004329033196,0,0,0,0,0,0,0,0,0,0,0,0,35.2999992370605,-0.224872820436842,0,0,0,0,0,NA,6,3,2,2,1,1,-0.25334422749033
1988,233,434,NA,NA,NA,NA,NA,3,2,1,0,0,0,3,4370.56,869.14,3.25755500793457,1,3,45.8868293762207,-1.14961323304603e-16,0,0,0,0,0,0,0,0,0,0,0,0,35,-0.351463764062089,0,0,1,2,0,NA,4,2,2,1,0,1,-0.224872820436842
1989,250,434,NA,NA,NA,NA,NA,5,2,2,0,1,0,3,4512.96,895.67,4.70428228378296,1,3,38.300365447998,4.13344573974609,0,0,0,0,1,1,1,0,0,0,0,0,34.5999984741211,-0.0058604137875727,0,0,1,2,0,NA,3,3,2,1,0,0,-0.351463764062089
1990,276,434,NA,NA,NA,NA,NA,8,2,2,2,2,1,2,4661.95,838.99,7.12538814544678,1,3,40.6186714172363,3.38077902793884,0,0,0,0,0,0,0,0,0,0,0,0,34.2999992370605,0.785623164025405,0,0,0,6,0,NA,5,3,2,2,0,1,-0.0058604137875727
1991,287,434,6,2,4,5,4,8,2,2,2,2,2,1,4816.54,891.68,4.56516695022583,1,3,43.6486854553223,6.43200206756592,0,1,2,-1,1,0,1,0,0,0,0,0,34.4000015258789,1.16903572379661,0,0,0,4,0,NA,8,2,2,2,2,2,0.785623164025405
1992,291,434,6,2,4,5,4,6,2,2,1,1,2,2,4975.77,910.08,3.80751419067383,0,3,43.3794746398926,4.77571296691895,0,1,2,-1,0,0,0,0,0,0,1,1,34.5,1.1826882566681,0,0,0,0,0,NA,8,1,2,2,2,2,1.16903572379661
1993,323,434,6,2,4,5,4,8,2,2,2,2,1,2,5139.99,934.11,1.23406445980072,0,3,41.8968772888184,0.0666479542851448,0,1,2,-1,0,1,1,0,0,0,1,1,34.5999984741211,1.33046005765583,0,0,0,0,0,0,6,2,2,2,1,1,1.1826882566681
1994,327,434,6,2,4,5,4,6,2,2,1,1,1,2,5309.38,981.25,0.720473885536194,0,3,50.121021270752,0.911840200424194,0,1,2,-1,0,0,0,0,0,1,1,1,34.7000007629395,1.39129624658705,0,0,0,1,0,0,8,2,2,2,2,2,1.33046005765583
1995,343,434,6,2,4,5,4,8,2,2,2,2,1,NA,5484,1010.6,0.604845762252808,0,3,53.2018241882324,0.663414716720581,0,1,2,-1,1,0,1,0,0,1,1,1,34.7999992370605,1.55366736234872,0,0,0,1,0,0,6,2,2,2,1,1,1.39129624658705
1996,365,434,6,2,4,5,4,8,2,2,2,2,1,NA,5663.57,1096.8,0.802959442138672,1,0,45.3138122558594,1.60852789878845,0,1,2,-1,0,1,1,0,0,1,1,1,35.4000015258789,1.761453212745,0,0,0,0,0,0,8,NA,2,2,2,2,1.55366736234872
1997,365,434,6,2,4,5,4,8,2,2,2,2,1,NA,5847.76,1127.69,0.485416889190674,0,0,44.9543724060059,1.25259101390839,0,1,2,-1,0,0,0,0,0,1,1,1,36,1.74995982673293,0,0,0,0,0,0,8,NA,2,2,2,2,1.761453212745
1998,369,434,6,2,4,5,4,7,2,1,2,2,1,2,6036.61,1143.3,0.225120276212692,0,0,44.5895652770996,1.62566757202148,0,1,2,-1,0,0,0,0,0,1,1,1,36.5999984741211,1.46482268799591,0,0,0,0,0,0,8,NA,2,2,2,2,1.74995982673293
1999,370,434,6,2,4,5,4,8,2,2,2,2,1,2,6230.16,1180.75,0.22058080136776,0,0,44.9693908691406,1.64467203617096,0,1,2,-1,0,0,0,0,0,1,1,1,37.0999984741211,1.39403685701714,0,0,0,0,0,0,7,2,2,1,2,2,1.46482268799591
1981,46,435,-7,1,4,3,1,5,2,1,1,1,0,2,1584.81,807.38,0,1,0,120.011787414551,1.6636666059494,0,0,0,0,0,1,1,0,0,0,0,0,33.0999984741211,-0.0461744500689664,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,101,435,-7,1,4,3,1,7,2,2,1,2,1,2,1622.14,715.88,0,1,0,124.767608642578,1.9954696893692,0,0,0,0,0,0,0,0,0,0,0,0,33.2999992370605,0.0944077464525996,0,0,NA,NA,NA,NA,5,2,2,1,1,1,-0.0461744500689664
1983,106,435,-7,1,4,3,1,7,2,2,1,2,1,3,1661.57,796.4,0,1,0,122.040061950684,0.173563003540039,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0.0549881177427505,0,0,NA,NA,NA,NA,7,2,2,2,1,2,0.0944077464525996
1984,115,435,-7,1,4,3,1,6,2,2,1,1,0,3,1703.15,815.65,0,1,0,118.724960327148,1.17289340496063,0,0,0,0,0,0,0,0,0,0,0,0,33.7000007629395,0.0486201699643016,0,0,NA,NA,NA,NA,7,3,2,2,1,2,0.0549881177427505
1985,115,435,-7,1,4,3,1,7,2,2,2,1,1,2,1746.92,863.56,0,1,0,140.696960449219,1.02157068252563,0,0,0,0,0,1,1,0,0,0,0,0,33.9000015258789,0.143954485656966,0,0,NA,NA,NA,NA,6,3,2,2,1,1,0.0486201699643016
1986,120,435,-7,1,4,3,1,6,2,2,1,1,1,2,1792.93,881.24,0,1,0,135.466247558594,0.55932343006134,0,0,0,0,1,1,1,0,0,0,0,0,34,0.126658489091062,0,0,NA,NA,NA,NA,7,2,2,2,2,1,0.143954485656966
1987,135,435,-7,1,4,3,1,4,2,2,0,0,0,2,1841.24,897.89,0,1,0,115.673942565918,0.18447981774807,0,0,0,0,1,1,1,0,0,0,0,0,34.0999984741211,-0.0961699594705028,0,0,0,0,0,NA,6,2,2,2,1,1,0.126658489091062
1988,151,435,-7,1,4,3,1,5,2,2,0,1,1,3,1891.89,965.96,0,1,0,113.297073364258,0.201240673661232,0,0,0,0,0,0,0,0,0,0,0,0,34.2000007629395,-0.397603509299373,0,0,0,1,0,NA,4,2,2,2,0,0,-0.0961699594705028
1989,163,435,-7,1,4,3,1,4,2,1,0,1,1,3,1937.2,1099.48,0,1,0,106.572898864746,0.353300541639328,0,0,0,0,0,1,1,0,0,0,0,0,34.4000015258789,-0.89642056401888,0,0,0,3,0,NA,5,3,2,2,0,1,-0.397603509299373
1990,181,435,-7,1,4,3,1,0,0,0,0,0,1,4,1984.45,1031.97,0,1,0,106.373588562012,0.66067236661911,0,0,0,0,1,0,1,0,0,0,0,0,34.4000015258789,-1.21816727563838,0,0,2,3,0,NA,4,3,2,1,0,1,-0.89642056401888
1991,187,435,-6,1,4,3,2,0,0,0,0,0,1,4,2041.31,1068.9,0,1,0,75.6843948364258,0.15722168982029,0,0,2,-1,0,0,0,0,0,0,0,0,34.5,-1.23206815260975,0,0,1,7,0,NA,0,4,0,0,0,0,-1.21816727563838
1992,192,435,-6,1,4,3,2,3,1,1,1,0,1,3,2119.47,1055.05,0,1,0,73.7130508422852,0.515531420707703,0,0,2,-1,0,0,0,0,0,0,0,0,34.5999984741211,-0.856423200535722,0,0,2,5,0,NA,0,4,0,0,0,0,-1.23206815260975
1993,197,435,-6,1,4,3,2,4,2,1,1,0,1,2,2205.24,1178.91,0,1,0,79.7266540527344,1.2874116897583,0,0,2,-1,0,0,0,0,0,0,0,0,34.7000007629395,-0.28034212770137,0,0,0,1,0.5,0,3,3,1,1,1,0,-0.856423200535722
1994,207,435,-6,1,4,3,2,5,2,1,1,1,1,2,2279.44,1214.23,0,1,0,104.34188079834,0.158040657639503,0,0,2,-1,0,0,0,0,0,0,0,0,34.7999992370605,0.108608591254907,0,0,0,2,0,0,4,2,2,1,1,0,-0.28034212770137
1995,208,435,-6,1,4,3,2,5,2,1,1,1,1,2,2341.75,1284.84,0,1,0,122.543884277344,0.493845492601395,0,0,2,-1,1,1,1,0,0,1,0,0,34.9000015258789,0.307453847312409,0,0,0,0,0,0,5,2,2,1,1,1,0.108608591254907
1996,224,435,-6,1,4,3,2,7,2,2,2,1,1,1,2388.86,1317.65,0,1,0,124.174430847168,-0.0301913544535637,0,0,2,-1,1,0,1,0,0,1,0,0,34.9000015258789,0.496430003467865,0,0,0,0,0,0,5,2,2,1,1,1,0.307453847312409
1997,225,435,-6,1,4,3,2,5,2,1,1,1,1,2,2444.74,1364.32,0,1,0,105.043106079102,-0.237521126866341,0,0,2,-1,0,0,0,0,0,1,0,0,35,0.373285241695608,0,0,0,0,0,0,7,1,2,2,2,1,0.496430003467865
1998,226,435,-6,1,4,3,2,6,2,1,1,2,1,2,2515.31,1370.89,0,1,0,69.8506011962891,0.00964596308767796,0,0,2,-1,0,0,0,0,0,1,0,0,35,0.579077379737652,0,0,1,0,0,0,5,2,2,1,1,1,0.373285241695608
1999,220,435,-6,1,4,3,2,5,2,1,1,1,1,2,2590.52,1449.8,0,1,0,63.8557434082031,1.07561087608337,0,0,2,-1,0,0,0,0,0,1,0,0,35.0999984741211,0.622282936620212,0,0,0,3,0,0,6,2,2,1,1,2,0.579077379737652
1981,67,436,NA,NA,NA,NA,NA,7,2,2,1,2,0,3,5805.65,749.54,0,1,0,60.3661613464355,-0.281571626663208,0,0,0,0,0,0,0,0,0,0,0,0,35.5999984741211,-0.058353064981077,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,119,436,NA,NA,NA,NA,NA,7,2,2,1,2,1,3,5988.39,740.27,0,1,0,57.0588264465332,1.39848637580872,0,0,0,0,0,0,0,0,0,0,0,0,35.5999984741211,0.0674761709148714,0,0,NA,NA,NA,NA,7,3,2,2,1,2,-0.058353064981077
1983,127,436,NA,NA,NA,NA,NA,8,2,2,2,2,0,3,6189.11,807.69,0,1,0,47.7368659973145,0.0673844739794731,0,0,0,0,0,1,1,0,0,0,0,0,35.7000007629395,0.236152971077096,0,0,NA,NA,NA,NA,7,3,2,2,1,2,0.0674761709148714
1984,139,436,NA,NA,NA,NA,NA,7,2,2,1,2,0,3,6388.8,731.57,0,1,0,49.8825340270996,0.098981611430645,0,0,0,0,0,1,1,0,0,0,0,0,35.7000007629395,0.144520584547695,0,0,NA,NA,NA,NA,8,3,2,2,2,2,0.236152971077096
1985,139,436,NA,NA,NA,NA,NA,6,2,2,1,1,0,2,6589.05,685.27,0,1,0,53.5228691101074,-0.651264190673828,0,0,0,0,0,1,1,0,0,0,0,0,35.7000007629395,0.0929696324220183,0,0,NA,NA,NA,NA,7,3,2,2,1,2,0.144520584547695
1986,148,436,NA,NA,NA,NA,NA,7,2,2,1,2,1,2,6802.01,773.18,0,1,0,40.6885032653809,0.924171030521393,0,0,0,0,1,1,1,0,0,0,0,1,35.7999992370605,0.288507742079382,0,0,NA,NA,NA,NA,6,2,2,2,1,1,0.0929696324220183
1987,154,436,-7,1,4,3,1,6,2,2,1,1,1,2,7015.52,743.14,0,1,0,45.9842071533203,0.663534045219421,0,0,0,0,1,0,1,0,0,0,0,1,35.7999992370605,0.338746320552789,0,0,0,0,0,NA,7,2,2,2,1,2,0.288507742079382
1988,165,436,-7,1,4,3,1,7,2,2,1,2,2,2,7237.32,755.47,0,1,0,41.8875122070312,0.302855044603348,0,0,0,0,0,1,1,0,0,0,0,1,35.9000015258789,0.306214405880674,0,0,0,0,0,NA,6,2,2,2,1,1,0.338746320552789
