"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","additive","latentmean","latentsd"
1973,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,-0.300721579488109,0.373372858999106
1974,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.398173192123277,0.340342510943269
1975,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.528294566609757,0.300770271221135
1976,NA,145,NA,NA,NA,NA,4,2,NA,NA,0,0,0,0,NA,NA,-0.709877665241233,0.244359689438082
1977,NA,145,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,NA,-0.854607757257874,0.229531734892606
1978,NA,145,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,NA,NA,-0.739179652035761,0.236668736276639
1979,NA,145,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,NA,-1.00112530720499,0.223130116239834
1980,NA,145,NA,NA,NA,NA,3,4,NA,NA,0,1,0,1,NA,NA,-1.35378754353942,0.226057199018075
1981,161,145,1,1,0,0,5,4,NA,NA,0,0,0,0,NA,2,-1.4087794495987,0.216031422738302
1982,161,145,0,1,0,0,4,3,NA,NA,0,0,0,0,NA,1,-1.22995959642368,0.208505827291215
1983,161,145,1,1,1,1,4,2,NA,NA,0,0,0,NA,NA,4,-0.848686239949927,0.203332480493206
1984,161,145,2,1,1,1,3,3,NA,NA,0,0,0,NA,NA,5,-0.590297189572024,0.202663278200287
1985,161,145,2,2,0,0,3,2,2,NA,0,0,0,NA,NA,4,-0.314630453771155,0.208106936043915
1986,161,145,2,2,0,1,2,2,2,NA,0,0,0,NA,NA,5,-0.0458270120658488,0.213598467160853
1987,161,145,2,2,1,1,2,2,3,NA,0,0,0,NA,NA,6,0.0612618924545182,0.213211392352041
1988,161,145,2,1,1,1,3,2,2,NA,0,NA,0,NA,NA,5,-0.0155360159091304,0.212400782568456
1989,161,145,2,2,2,1,3,2,3,NA,0,NA,NA,NA,0,7,0.00541756588138102,0.217179109308982
1990,161,145,2,1,1,1,2,3,3,NA,0,NA,NA,NA,0,5,-0.017796599029414,0.209314064666309
1991,161,145,2,2,2,1,3,2,3,NA,0,NA,NA,NA,0,7,0.098265429808086,0.209047095132032
1992,161,145,2,1,2,1,3,2,3,NA,0,NA,NA,NA,0,6,0.130171463747605,0.207350809733548
1993,161,145,2,1,2,1,2,3,3,NA,0,NA,NA,NA,0,6,0.206308000320599,0.208880567402566
1994,161,145,2,1,2,1,2,2,2,NA,0,NA,NA,NA,0,6,0.423342337002858,0.213884998189535
1995,161,145,2,1,1,1,2,2,2,1,0,NA,NA,NA,0,5,0.511255111486895,0.218003618532636
1996,161,145,2,2,2,1,2,2,2,3,0,NA,NA,NA,0,7,0.625672270647901,0.216196493722098
1997,161,145,2,2,2,1,2,2,2,3,0,NA,NA,NA,0,7,0.652844142276641,0.221150438231997
1998,161,145,2,1,1,0,2,2,3,NA,0,NA,NA,NA,0,4,0.498805622661499,0.218520595861142
1999,161,145,2,2,2,1,3,2,3,1,0,NA,NA,NA,0,7,0.532760380087131,0.215619018762314
2000,161,145,2,1,1,0,3,2,NA,5,0,NA,NA,NA,0,4,0.453944868161825,0.215677663878959
2001,161,145,2,2,2,1,2,2,NA,1,0,NA,NA,NA,0,7,0.650455481944212,0.22507084458975
2002,161,145,2,2,2,1,2,3,NA,1,0,NA,NA,NA,0,7,0.546903404602913,0.22658013472643
2003,161,145,2,0,2,0,3,3,NA,1,0,NA,NA,NA,0,4,0.361130347409965,0.225475163585651
2004,161,145,2,1,2,1,2,3,NA,1,0,NA,NA,NA,0,6,0.509167771588715,0.22318907809225
2005,161,145,2,1,2,1,2,3,NA,1,0,NA,NA,NA,0,6,0.615389623295362,0.223257206813519
2006,161,145,2,1,2,1,2,3,NA,NA,0,NA,NA,NA,0,6,0.70905421425467,0.225248004113574
2007,161,145,2,1,2,1,3,2,NA,NA,0,NA,NA,NA,0,6,0.787471803371259,0.227625583825462
2008,161,145,2,1,1,1,3,2,NA,NA,0,NA,NA,NA,0,5,0.831290232043705,0.234187776641028
2009,161,145,2,2,1,1,1,2,NA,NA,0,NA,NA,NA,0,6,1.05097269423095,0.247367299843387
2010,161,145,2,1,1,1,2,2,NA,NA,0,NA,NA,NA,0,5,0.984897558064753,0.270279991698659
1949,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.131645795198139,0.529182045504829
1950,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.129019179625531,0.51031537671528
1951,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.114583882679706,0.493633925673771
1952,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.0877787190672365,0.47704112195892
1953,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.0450449738646126,0.460462425856118
1954,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,-0.0118560891200193,0.443667199081427
1955,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,-0.0836300593305872,0.423102253065127
1956,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.171969424028277,0.401715275797823
1957,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.281101892378219,0.376355969932096
1958,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.417531958094261,0.347036500680736
1959,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.591302029713567,0.31606656914205
1960,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.824036664731198,0.285258529678437
1961,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-1.1661868039088,0.26101707386875
1962,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,-1.72831326485242,0.243005067904237
1963,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,-1.96319700003997,0.234196360703978
1964,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,-2.05836831258414,0.234332579912751
1965,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,-2.0976617891668,0.235621611146922
1966,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,-2.1162312417683,0.237360922121185
1967,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,-2.12904365879665,0.238838295088194
1968,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,-2.14805925542725,0.238999973747736
1969,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,-2.11420125116872,0.237047843206337
1970,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,-2.07215741318917,0.23543349150917
1971,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,-1.98577465633383,0.233964646299973
1972,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,-1.78073967411604,0.239232296289169
1973,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-1.28375842767526,0.25290482500764
1974,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-1.05007896199842,0.256905076540081
1975,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.994174645613758,0.251488079762446
1976,NA,150,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,NA,-1.09104626904822,0.222342723046543
1977,NA,150,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,NA,-1.13517155846576,0.217277922026708
1978,NA,150,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,NA,-1.15142650430931,0.217993522670669
1979,NA,150,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,NA,-1.03683930118023,0.219095189822814
1980,NA,150,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,NA,-1.04073244706959,0.218598681828224
1981,509,150,1,1,0,1,3,3,NA,NA,0,0,0,0,NA,3,-0.984574773066746,0.202767778646759
1982,509,150,2,2,1,0,4,3,NA,NA,0,0,0,0,NA,5,-0.951810342047354,0.204828875229662
1983,509,150,2,2,1,0,4,3,NA,NA,0,0,0,NA,NA,5,-0.937580938406643,0.204438379035767
1984,509,150,1,2,0,0,4,3,NA,NA,0,0,0,NA,NA,3,-0.999006800439432,0.204764661388652
1985,509,150,2,2,0,0,4,3,4,NA,0,0,0,NA,NA,4,-0.984319089129838,0.199736640619021
1986,509,150,2,1,0,0,4,3,4,NA,0,0,0,NA,NA,3,-0.942813867197515,0.197249581792963
1987,509,150,2,1,0,0,3,3,3,NA,0,0,0,NA,NA,3,-0.697147756128666,0.199677135100122
1988,509,150,2,2,1,1,3,3,3,NA,0,NA,0,NA,NA,6,-0.403281817392788,0.207062737302466
1989,509,150,2,2,2,1,2,2,3,NA,0,NA,NA,NA,0,7,-0.110409968763363,0.211435821753922
1990,509,150,2,1,1,0,3,2,4,NA,0,NA,NA,NA,0,4,-0.183880870069091,0.205618491306255
1991,509,150,2,1,1,1,2,3,3,NA,0,NA,NA,NA,0,5,-0.126704805571068,0.205374202931815
1992,509,150,2,2,2,1,2,3,4,NA,0,NA,NA,NA,0,7,-0.0308568762705429,0.208198919648387
1993,509,150,2,1,1,0,2,3,3,NA,0,NA,NA,NA,0,4,-0.0398857329666476,0.205676576830311
1994,509,150,2,1,2,2,3,2,3,NA,0,NA,NA,NA,0,7,0.102491014732761,0.20978902529653
1995,509,150,2,2,2,0,3,2,3,4,0,NA,NA,NA,0,6,0.0890684766886948,0.21005049188042
1996,509,150,2,2,2,1,3,3,3,6,0,NA,NA,NA,0,7,0.0471585850320591,0.211592336282967
1997,509,150,2,2,2,1,2,2,3,4,0,NA,NA,NA,0,7,0.172120860132363,0.209552882622833
1998,509,150,1,1,1,1,3,3,4,4,0,NA,NA,NA,0,4,-0.120030787198101,0.205690245226159
1999,509,150,2,1,2,0,3,3,4,6,0,NA,NA,NA,0,5,-0.151200584343433,0.21301344902045
2000,509,150,2,1,1,0,3,3,NA,6,0,NA,NA,NA,0,4,-0.0586250474432966,0.21158632447044
2001,509,150,2,1,2,0,2,2,NA,6,0,NA,NA,NA,0,5,0.187844212093246,0.21530187924068
2002,509,150,2,1,1,0,2,3,NA,6,0,NA,NA,NA,0,4,0.213463443430583,0.216375031643929
2003,509,150,2,1,2,1,3,2,NA,3,0,NA,NA,NA,0,6,0.438460090861977,0.218283494798099
2004,509,150,2,1,2,0,2,2,NA,NA,0,NA,NA,NA,0,5,0.511335747890271,0.221619692918151
2005,509,150,2,1,2,1,2,3,NA,6,0,NA,NA,NA,0,6,0.407293087171979,0.222800871414906
2006,509,150,1,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,4,0.230974886727527,0.230040461415077
2007,509,150,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,5,0.265114588266337,0.228707802025847
2008,509,150,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,5,0.35876058334926,0.224045247774319
2009,509,150,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,6,0.635137583135799,0.230467154298951
2010,509,150,2,2,2,1,3,3,NA,NA,0,NA,NA,NA,0,7,0.597955494226369,0.262067833494761
1949,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.445645746463803,0.622788475532611
1950,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.470707395906918,0.614585999457557
1951,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.488669971041708,0.608269872258022
1952,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.499305153501196,0.603281954573032
1953,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.50423859706063,0.600253778259532
1954,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.501326870219224,0.592255353630299
1955,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.492638239450663,0.587362034935563
1956,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.480501171315423,0.581113092717468
1957,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.460994468067484,0.572974178329728
1958,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.435359150023001,0.564377471255518
1959,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.403354514578898,0.552981797936749
1960,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.36344614621197,0.541184066469035
1961,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.3176903530534,0.525361381255647
1962,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.263236150955496,0.512898488851502
1963,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.200262244730754,0.494924506529236
1964,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.126495957025258,0.475416431815227
1965,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.0401811276849914,0.453883198480477
1966,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.0572938739340517,0.427998888586129
1967,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.171589618051507,0.399456933037603
1968,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.309091777886099,0.370443291898425
1969,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.472825674011679,0.337598303397792
1970,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.68247825342491,0.305349047426502
1971,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.967403450952917,0.275460211023838
1972,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,-1.40018260016371,0.255877957177126
1973,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,-2.07497399836126,0.243512060286557
1974,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,-2.31269709862763,0.25418641929564
1975,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,-2.29823270640215,0.248316009854562
1976,NA,155,NA,NA,NA,NA,4,3,NA,NA,1,1,1,0,NA,NA,-2.02245466971939,0.218202695948423
1977,NA,155,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,NA,-1.55184575246043,0.219647730618911
1978,NA,155,NA,NA,NA,NA,5,NA,NA,NA,0,0,0,1,NA,NA,-1.43699889674134,0.238355157312983
1979,NA,155,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,NA,-1.35111993317543,0.224359604388677
1980,NA,155,NA,NA,NA,NA,4,4,NA,NA,0,0,0,0,NA,NA,-1.4082236374698,0.223908441568423
1981,206,155,1,0,0,0,5,3,NA,NA,0,0,0,0,NA,1,-1.38482006562712,0.214957441973924
1982,206,155,2,1,0,0,4,3,NA,NA,0,0,0,0,NA,3,-1.24518509078757,0.206485478140919
1983,206,155,2,1,0,0,4,3,NA,NA,0,0,0,NA,NA,3,-1.18582609818511,0.201685712201906
1984,206,155,1,0,0,0,4,3,NA,NA,0,0,0,NA,NA,1,-1.23371905941379,0.20262860717532
1985,206,155,2,1,0,0,4,3,4,NA,0,0,0,NA,NA,3,-1.19211163229963,0.198651356818313
1986,206,155,2,1,0,0,4,5,3,NA,0,0,0,NA,NA,3,-1.25043673252543,0.203329916932922
1987,206,155,1,1,0,0,4,4,3,NA,0,0,0,NA,NA,2,-1.19336691642811,0.197819071982452
1988,206,155,2,2,0,0,3,4,3,NA,0,NA,0,NA,NA,4,-1.03471990883805,0.2117210290749
1989,206,155,1,1,0,0,3,3,3,NA,0,NA,NA,NA,0,2,-0.886830552385886,0.206552626324048
1990,206,155,1,1,0,1,3,3,3,NA,0,NA,NA,NA,0,3,-0.645165889528956,0.202029407028946
1991,206,155,2,2,0,1,3,3,3,NA,0,NA,NA,NA,0,5,-0.438207977963478,0.205227095497122
1992,206,155,2,1,1,0,3,3,3,NA,0,NA,NA,NA,0,4,-0.348046952402133,0.203962125557654
1993,206,155,0,1,1,1,3,2,3,NA,0,NA,NA,NA,0,3,-0.149257394519934,0.207765562100823
1994,206,155,2,1,2,0,2,2,3,NA,0,NA,NA,NA,0,5,0.0869790894747749,0.20966443291663
1995,206,155,2,2,0,0,2,2,3,NA,0,NA,NA,NA,0,4,0.16797373475399,0.214666967191622
1996,206,155,2,1,1,1,2,2,3,NA,0,NA,NA,NA,0,5,0.221397415340067,0.211426241927537
1997,206,155,2,2,1,0,2,2,3,4,0,NA,NA,NA,0,5,0.266940738682685,0.210568475296889
1998,206,155,1,1,0,0,2,2,3,6,0,NA,NA,NA,0,2,0.22295652706215,0.209831382246183
1999,206,155,2,1,1,0,2,2,2,6,0,NA,NA,NA,0,4,0.424518669179165,0.2108981461483
2000,206,155,2,1,1,0,2,2,NA,3,0,NA,NA,NA,0,4,0.601466635317513,0.218706061937594
2001,206,155,2,2,2,0,2,2,NA,3,0,NA,NA,NA,0,6,0.884905855292232,0.237684213555868
2002,206,155,2,2,2,2,2,2,NA,NA,0,NA,NA,NA,0,8,1.19387482492086,0.255655001481158
2003,206,155,2,2,1,1,2,2,NA,5,0,NA,NA,NA,0,6,1.35210560693808,0.249619646017576
2004,206,155,2,2,1,1,1,1,NA,5,0,NA,NA,NA,0,6,1.71047972950859,0.252250645322766
2005,206,155,2,2,2,1,1,1,NA,1,0,NA,NA,NA,0,7,1.88067078753575,0.25547490646629
2006,206,155,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,7,1.79489514863666,0.251818072901956
2007,206,155,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,7,1.66351453158329,0.251614196806901
2008,206,155,2,1,1,1,2,2,NA,NA,0,NA,NA,NA,0,5,1.32326593812828,0.249261799904959
2009,206,155,2,1,1,1,2,2,NA,NA,0,NA,NA,NA,0,5,1.2391758065284,0.251140269642687
2010,206,155,2,1,2,2,1,2,NA,NA,0,NA,NA,NA,0,7,1.38477534339066,0.290013406615115
1949,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.334634875482754,0.59265120601594
1950,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.349480218516822,0.583857570605616
1951,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.354589400318489,0.576751742997333
1952,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.353117214503108,0.569183923195287
1953,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.342526548990614,0.564367408276619
1954,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.324262742627318,0.558540331873232
1955,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.2966862110505,0.553708400667776
1956,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,0.262557593789573,0.549185110598177
1957,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.287900851253133,0.547520390231593
1958,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.305677397745957,0.54518055008449
1959,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.315085509701577,0.541642509920687
1960,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.316752444679434,0.537262701358407
1961,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.310053883113551,0.532066113914435
1962,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.293241126945105,0.524955035842504
1963,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.26755554971083,0.515820436822628
1964,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.234199806379159,0.503860385434264
1965,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.191180544024541,0.492060181707978
1966,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.138505747362532,0.477338947039272
1967,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.0755594880906285,0.462659388107716
1968,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.00214040729834127,0.442438513133281
1969,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.0920413567462091,0.417822732401109
1970,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.200586711288807,0.391004519692103
1971,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.332321293953078,0.363029794427992
1972,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.492419273975894,0.330556029316213
1973,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.700002016758596,0.299097996501994
1974,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.986234906627878,0.271104181493833
1975,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-1.42746213613146,0.251500622894215
1976,NA,160,NA,NA,NA,NA,5,4,NA,NA,1,1,1,0,NA,NA,-2.19090318357584,0.230737713082626
1977,NA,160,NA,NA,NA,NA,5,NA,NA,NA,1,1,1,0,NA,NA,-2.45293075642416,0.258304423461591
1978,NA,160,NA,NA,NA,NA,5,NA,NA,NA,1,1,1,0,NA,NA,-2.52022725422788,0.263895028837341
1979,NA,160,NA,NA,NA,NA,5,4,NA,NA,1,1,1,0,NA,NA,-2.44103680474004,0.243308285988598
1980,NA,160,NA,NA,NA,NA,5,4,NA,NA,1,1,1,0,NA,NA,-2.25152859714972,0.226143599628874
1981,119,160,1,0,0,0,5,3,NA,NA,0,1,0,0,NA,1,-1.71289383665551,0.208024461591824
1982,119,160,2,1,1,1,3,3,NA,NA,0,1,0,0,NA,5,-1.10475840491168,0.20234154388222
1983,119,160,2,1,2,1,3,3,NA,NA,0,0,0,NA,NA,6,-0.574241120415167,0.204850468052434
1984,119,160,2,1,1,2,2,2,NA,NA,0,0,0,NA,NA,6,-0.0196787226749678,0.215643347676144
1985,119,160,2,2,2,1,2,1,2,NA,0,0,0,NA,NA,7,0.391127473000893,0.223767462971234
1986,119,160,2,2,2,2,2,2,2,NA,0,0,0,NA,NA,8,0.441933774094396,0.223523694940124
1987,119,160,2,1,1,2,2,2,2,NA,0,0,0,NA,NA,6,0.350981389385208,0.22217625543237
1988,119,160,2,2,1,1,2,2,3,NA,0,NA,0,NA,NA,6,0.227925928205908,0.219674092538581
1989,119,160,2,2,2,1,3,2,3,NA,0,NA,NA,NA,0,7,0.0799273275938456,0.219294884752711
1990,119,160,1,1,2,0,3,2,3,NA,0,NA,NA,NA,0,4,-0.0605654475077161,0.208453020619133
1991,119,160,2,1,2,1,3,2,3,NA,0,NA,NA,NA,0,6,0.0446763093846823,0.207839528231676
1992,119,160,1,2,2,1,2,2,4,NA,0,NA,NA,NA,0,6,0.188582608830294,0.209210351059084
1993,119,160,1,1,2,1,2,2,2,NA,0,NA,NA,NA,0,5,0.282447813664688,0.207684423553709
1994,119,160,2,1,2,0,2,2,2,NA,0,NA,NA,NA,0,5,0.35811386114389,0.214300117356915
1995,119,160,2,1,2,2,2,2,2,3,0,NA,NA,NA,0,7,0.392813373367034,0.220767469680671
1996,119,160,2,1,1,1,3,2,2,6,0,NA,NA,NA,0,5,0.214687638635816,0.215142748849411
1997,119,160,2,1,1,1,2,2,3,4,0,NA,NA,NA,0,5,0.191078116792364,0.209060682107875
1998,119,160,2,0,1,0,3,2,4,3,0,NA,NA,NA,0,3,0.0345549650127341,0.211408466920296
1999,119,160,2,1,1,0,3,2,4,3,0,NA,NA,NA,0,4,0.051229233768466,0.213126104522683
2000,119,160,2,0,1,0,2,2,NA,6,0,NA,NA,NA,0,3,0.056981324981538,0.216772289042571
2001,119,160,2,0,1,0,3,3,NA,6,0,NA,NA,NA,0,3,-0.0680344280416673,0.2170818284181
2002,119,160,2,1,1,0,3,2,NA,6,0,NA,NA,NA,0,4,0.131001637773343,0.219897594771344
2003,119,160,2,0,2,1,2,2,NA,6,0,NA,NA,NA,0,5,0.38814807707099,0.225713891151788
2004,119,160,2,0,2,0,2,3,NA,6,0,NA,NA,NA,0,4,0.403615528987822,0.225606614259337
2005,119,160,2,1,2,1,2,2,NA,6,0,NA,NA,NA,0,6,0.672106921281836,0.225904433111531
2006,119,160,1,1,2,1,1,3,NA,NA,0,NA,NA,NA,0,5,0.752522908213537,0.235064740094353
2007,119,160,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,6,0.880845478861747,0.229483352279432
2008,119,160,2,1,1,1,2,2,NA,NA,0,NA,NA,NA,0,5,0.804000422695565,0.228534490566525
2009,119,160,2,1,2,0,2,3,NA,NA,0,NA,NA,NA,0,5,0.655821722444242,0.231791634528093
2010,119,160,2,1,1,0,2,2,NA,NA,0,NA,NA,NA,0,4,0.67602813646351,0.258285516235316
1949,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.471788449434493,0.625850337830973
1950,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.498172399335973,0.619522314854038
1951,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.517124494773024,0.615477578710237
1952,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.532142434643768,0.613772377505822
1953,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.541340827111906,0.609336749362779
1954,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.543420298004053,0.604651469280233
1955,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.540060245498311,0.600350556287611
1956,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.532157756378756,0.595532587987782
1957,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.519082735507059,0.588060999033958
1958,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.497814552903415,0.582246499665859
1959,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.471088075267713,0.574233254311868
1960,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.436238997374219,0.564394370981958
